id_audio,especie_esperada,genero,especie_nombre,nombre_ingles,autor,pais,localidad,latitud,longitud,calidad,duracion_original,licencia,formato,url_descarga,tipo_vocalizacion,fecha_registro,duracion_real,sample_rate_real,canales_real
236212,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Niels Krabbe,Colombia,"Magdalena: San Lorenzo ridge, Sierra Nevada de Santa Marta",11.1009,,A,0:40,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/236212/download,"call, song",2007-02-25,40.25469387755102,44100.0,1.0
236211,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Niels Krabbe,Colombia,"Magdalena: San Lorenzo ridge, Sierra Nevada de Santa Marta",11.1009,,A,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/236211/download,song,2007-02-23,28.133877551020408,44100.0,1.0
163749,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Danny Zapata-Henao,Colombia,"Guatapé, Antioquia",6.2138,,A,0:09,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/163749/download,song,2014-01-07,9.233718820861679,44100.0,2.0
129721,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oscar Humberto Marin-Gomez,Colombia,"Universidad del Quindío, Armenia, Quindio",4.5538,,A,0:42,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/129721/download,song,2007-11-07,42.08725623582767,44100.0,1.0
57493,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Bernabe Lopez-Lanus,Colombia,"Humedal de Cordoba, Bogota, Cundinamarca",,,A,0:12,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/57493/download,song,2007-08-10,12.982857142857142,44100.0,1.0
18236,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Herman van Oosten,Colombia,"Along road between Puerto Boyaca and Medellin, above the Rio Cocona",,,A,0:25,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/18236/download,song,2008-02-06,25.208163265306123,44100.0,1.0
1140407,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Frank Lambert,Colombia,"Reserva Patevaca, Finca Pastora, Arauca",6.8046,,B,0:44,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/1140407/download,call,2022-11-06,44.07235827664399,44100.0,2.0
980365,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Yair Guillermo Molina Martínez.,Colombia,"Parque Temático Meraki, Vda Bellavista, Ibagué, Tolima",4.4683,,B,0:44,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/980365/download,"call, song",2024-09-07,44.85091666666667,48000.0,1.0
946267,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Cristian Rodas,Colombia,"Palmira, Valle del Cauca",3.5026,,B,0:17,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/946267/download,song,2024-00-00,17.367074829931973,44100.0,1.0
946266,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Cristian Rodas,Colombia,"Palmira, Valle del Cauca",3.5026,,B,0:01,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/946266/download,call,2024-00-00,1.213922902494331,44100.0,2.0
946265,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Cristian Rodas,Colombia,"Palmira, Valle del Cauca",3.5026,,B,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/946265/download,call,2024-00-00,4.515850340136055,44100.0,1.0
946264,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Cristian Rodas,Colombia,"Palmira, Valle del Cauca",3.5026,,B,0:00,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/946264/download,call,2024-00-00,0.9515192743764173,44100.0,2.0
946263,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Cristian Rodas,Colombia,"Palmira, Valle del Cauca",3.5026,,B,0:02,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/946263/download,song,2024-00-00,2.397392290249433,44100.0,2.0
837769,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Juan Alejandro Morales Betancourt,Colombia,"Casco Urbano Manizales, Caldas",5.0562,,B,0:36,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/837769/download,"call, human voices, car noises",2023-10-23,36.24743764172336,44100.0,1.0
799805,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Dante Buzzetti,Colombia,"Quebrada Madrigal, Cambao, Cundinamarca",5.0861,,B,0:46,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/799805/download,call,2022-08-06,46.25551020408163,44100.0,1.0
743171,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Urias Edgardo Gonzalez Carreño,Colombia,"Leticia, Leticia, Amazonas",-4.2173,,B,0:22,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/743171/download,song,2019-06-13,22.3296875,16000.0,2.0
664437,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Yair Guillermo Molina Martínez.,Colombia,"Finca Ecoturística San Javier, vereda Chucuni, Ibagué, Tolima",4.4615,,B,0:19,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/664437/download,song,2021-07-16,19.824,48000.0,1.0
549443,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Camilo E. Sánchez Sarria,Colombia,"Parque de Multicentro, Cali, Valle del Cauca",3.3794,,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/549443/download,song,2020-03-29,15.420791666666666,48000.0,1.0
533160,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Sergio Córdoba-Córdoba (Colección de Sonidos Ambientales - Instituto Humboldt),Colombia,"Vereda Carrizal, Sisavita",7.4661111,,B,0:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/533160/download,"call, song",2002-03-04,18.599183673469387,44100.0,2.0
438173,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Blair Jollands,Colombia,"Santa Marta, Magdalena",11.3144,,B,0:37,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/438173/download,call,2017-10-05,37.333333333333336,44100.0,2.0
433380,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Victor Vanegas,Colombia,"Anapoima, Cundinamarca",4.5801,,B,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/433380/download,song,2017-11-12,3.9938321995464854,44100.0,2.0
428288,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Jerome Fischer,Colombia,"Mana Dulce, Cundinamarca",4.351,,B,0:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/428288/download,call,2018-07-22,3.112154195011338,44100.0,2.0
360660,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Nick Komar,Colombia,"Colosó, Sucre",9.4966,,B,0:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/360660/download,,2017-02-19,9.149183673469388,44100.0,2.0
335018,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Yair Guillermo Molina M. &amp; Rossmayra Marulanda,Colombia,"Ibagué, Tolima",4.4192,,B,0:56,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/335018/download,song,2016-09-16,56.808,48000.0,2.0
316131,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Santiago Ramos,Colombia,Hotel Tinamú Birding Nature Reserve,5.0791,,B,0:41,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/316131/download,song,2016-03-02,41.7644375,48000.0,2.0
315080,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Alejandro Pinto-Gómez,Colombia,"La Mesa, Cundinamarca",4.6168,,B,1:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/315080/download,"call, song",2012-07-11,63.111836734693874,44100.0,2.0
299425,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,James Bradley,Colombia,"SFF Otun-Quimbaya, Risaralda",4.727,,B,0:17,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/299425/download,call,2014-02-12,17.345306122448978,44100.0,2.0
245325,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oscar Humberto Marín Gómez &amp; Luis Hernán Carrasco Guanay,Colombia,"Vereda la Victoria hacia Bello Horizonte, Tamara, Casanare",5.78,,B,1:45,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/245325/download,song,2015-03-25,105.0915,48000.0,2.0
245127,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oscar Humberto Marín Gómez,Colombia,"Bosque La Meseta, Vereda San José de Suaita, Suaita, Santander",6.18,,B,1:04,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/245127/download,song,2014-07-02,64.72308333333334,48000.0,1.0
240116,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oscar Humberto Marín Gómez,Colombia,"Bremen-Cuchillas, Vereda Cruces, Filandia, Quindío",4.66481,,B,0:47,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/240116/download,song,2008-02-08,47.051156462585034,44100.0,1.0
163746,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Danny Zapata-Henao,Colombia,"Guatapé, Antioquia",6.2138,,B,1:09,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/163746/download,song,2014-01-06,69.09387755102041,44100.0,2.0
163745,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Danny Zapata-Henao,Colombia,"Guatapé, Antioquia",6.2138,,B,0:07,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/163745/download,song,2014-01-06,7.640430839002268,44100.0,2.0
156278,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Yair G. Molina M. &amp; Nicolas E. Molina V.,Colombia,"Parque deportivo, Ibague, Tolima",4.4269,,B,0:10,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/156278/download,song,2013-09-02,10.248,48000.0,2.0
93770,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,"Oswaldo Cortes, Giovanni Chaves and Fabian Tavera",Colombia,San Bernardo (Cundinamarca),4.2001,,B,0:08,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/93770/download,song,2008-08-03,8.202448979591837,44100.0,1.0
36849,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oswaldo Cortes,Colombia,"Rio Claro, Doradal, Antioquia ",5.900189,,B,0:34,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/36849/download,song,2009-07-04,34.2465306122449,44100.0,1.0
1035875,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Mauricio Cuéllar-Ramírez,Colombia,"Cerro Azul, San José Del Guaviare, Guaviare",2.5148,,C,1:21,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/1035875/download,,2025-08-17,81.1933560090703,44100.0,1.0
841638,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Maria José Andrade,Colombia,"Barrio Palermo (Manizales, Caldas)",5.0503,,C,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/841638/download,,2023-11-07,14.906190476190476,44100.0,2.0
529586,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),Colombia,"PNN Amacayacu, isla Mocagua al NW de Leticia, Selva de tierra firme",-3.2927778,,C,0:21,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/529586/download,call,2001-10-12,21.84,48000.0,2.0
529585,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Mauricio Álvarez-Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt),Colombia,"PNN Amacayacu, isla Mocagua al NW de Leticia, Selva de tierra firme",-3.2927778,,C,1:13,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/529585/download,song,2001-10-12,73.43020408163265,44100.0,2.0
343255,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Andres Angulo,Colombia,"San José de Uré, San José de Uré, Córdoba",7.8151,,C,1:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/343255/download,song,2016-08-16,70.79866666666666,48000.0,2.0
340081,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oswaldo Cortes,Colombia,"San Vicente de Chucurí, Santander",6.8722,,C,1:58,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/340081/download,call,2015-01-23,118.36081632653061,44100.0,2.0
320171,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Nick Komar,Colombia,"Hotel Sinú, Montería, Córdoba",8.7566,,C,0:19,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/320171/download,song,2016-05-08,19.550589569160998,44100.0,2.0
244931,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oscar Humberto Marín Gómez &amp; Juan Pablo López,Colombia,"Finca La Bretaña, Vereda Guaracuara, San Luis de Palenque, Casanare",5.145,,C,0:44,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/244931/download,song,2012-07-13,44.626167800453516,44100.0,1.0
202849,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Danny Zapata-Henao,Colombia,"Cortijo de San José, Sabaneta, Antioquia",6.1414,,C,0:46,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/202849/download,song,2014-11-17,46.81142857142857,44100.0,2.0
156379,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Danny Zapata-Henao,Colombia,"Cortijo de San José, Sabaneta, Antioquia",6.1424,,C,1:56,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/156379/download,call,2013-12-02,116.2907029478458,44100.0,2.0
155834,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Danny Zapata-Henao,Colombia,"Cortijo de San José, Sabaneta, Antioquia",6.1424,,C,0:44,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/155834/download,call,2013-10-27,43.980702947845806,44100.0,2.0
155784,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Danny Zapata-Henao,Colombia,"Cortijo de San José, Sabaneta, Antioquia",6.1424,,C,0:08,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/155784/download,song,2013-10-25,8.036213151927438,44100.0,2.0
106254,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oswaldo Cortes,Colombia,San Jose de Guaviare - Departamento del Guaviare,2.667,,C,0:11,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/106254/download,song,2012-06-28,11.833469387755102,44100.0,1.0
97532,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Myornis,Colombia,"San Pedro Frio, Serrania de San Lucas",8.1562,,C,0:20,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/97532/download,call,2010-01-05,20.297142857142855,44100.0,2.0
96253,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oswaldo Cortes,Colombia,Municipio El Calvario (Meta),4.368,,C,0:37,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/96253/download,song,2012-03-03,37.72081632653061,44100.0,1.0
93285,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oswaldo Cortes,Colombia,"Silvania, Vereda El Granado",4.466,,C,0:36,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/93285/download,song,2012-01-20,36.38857142857143,44100.0,2.0
549995,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Mauricio Cuéllar-Ramírez,Colombia,"Finca San Jorge, Morelia/Caquetá",1.4898,,D,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/549995/download,song,2020-04-12,14.232,48000.0,1.0
433515,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Andres Angulo ,Colombia,"Santa Fé de Antioquia, Antioquia",6.5574,,D,0:08,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/433515/download,"call, song",2017-06-23,8.928,48000.0,2.0
97520,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Myornis,Colombia,"Santa Rosa del Sur, Bolivar",7.9631,,D,0:08,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/97520/download,song,2010-01-04,8.071836734693878,44100.0,2.0
24097,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Myornis,Colombia,"Ocaña, Agua de la Virgen, Cerro de la virgen, Norte de Santander",8.2167,,D,0:26,https://creativecommons.org/licenses/by-nc-sa/3.0/,,https://xeno-canto.org/24097/download,song,2002-01-00,26.30530612244898,44100.0,1.0
14594,Thraupis episcopus,Thraupis,episcopus,Blue-grey Tanager,Oswaldo Cortes,Colombia,"Arbalaez (Cundinamarca), en la finca El Placer",4.01,,E,0:41,https://creativecommons.org/licenses/by-nc-nd/2.5/,,https://xeno-canto.org/14594/download,song,2005-11-18,41.221224489795915,44100.0,1.0
528029,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Jerome Fischer,Colombia,"Ukuku Rural Lodge,  Juntas, Ibague, Tolima, Colombia @ (4.5585,-75.3275)",4.5585,,no score,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/528029/download,call,2020-02-15,28.335850340136055,44100.0,2.0
523326,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Jerome Fischer,Colombia,"Montezuma Peak Road, Pueblo Rico, Risaralda, W Andes - Tatama National Park",5.2431,,no score,0:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/523326/download,call,2020-01-29,18.806598639455782,44100.0,2.0
1086722,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Brian Cox,Colombia,"Mistrató, Risaralda",5.2889,,A,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/1086722/download,song,2025-12-30,4.4465306122448975,44100.0,1.0
1083717,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Carlos Delgado JUMABITA,Colombia,"Hacienda El Bosque, Manizales, Caldas",5.0247,,A,0:50,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/1083717/download,song,2026-02-15,50.09585416666667,192000.0,2.0
1066284,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Alain Verneau,Colombia,bogota,,,A,0:24,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/1066284/download,"call, song",2025-02-15,24.877437641723358,44100.0,2.0
985616,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Emmanuel Laverde,Colombia,Reserva Arte y Conservación Chía Cundinamarca,,,A,0:12,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/985616/download,song,2025-04-01,12.4313125,48000.0,2.0
983138,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Emmanuel Laverde,Colombia,Reserva Natural Arte y Conservación ,,,A,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/983138/download,call,2025-03-26,14.141229166666667,48000.0,1.0
956731,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Juan Alejandro Morales Betancourt,Colombia,"Vereda Gallinazo, Villamaría, Caldas",5.0106,,A,0:31,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/956731/download,,2024-12-24,31.695714285714285,44100.0,1.0
911203,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,JUAN ANTONIO ALONSO DE JUAN,Colombia,"Bogotá, Bogotá",4.711,,A,0:09,https://creativecommons.org/licenses/by/4.0/,,https://xeno-canto.org/911203/download,song,2024-06-07,9.513718820861678,44100.0,1.0
881658,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,MasBiomas,Colombia,"El Guayabo (Neira, Caldas)",5.2236,,A,0:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/881658/download,song,2024-02-29,18.039773242630385,44100.0,1.0
842648,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Ydamis Estefania,Colombia,"Manizales, Manizales, Caldas",5.0514,,A,1:34,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/842648/download,uncertain,2023-11-01,94.6873469387755,44100.0,1.0
829105,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Whitney Neufeld-Kaiser,Colombia,"Villamaría, Caldas",4.9825,,A,0:33,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/829105/download,song,2022-08-10,33.81522916666667,48000.0,1.0
818069,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,David Monroy Rengifo,Colombia,"Finca Cortaderal, Santa Rosa de Cabal, Risaralda",4.8597,,A,0:16,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/818069/download,song,2023-07-16,16.64,44100.0,2.0
795742,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,David Monroy Rengifo,Colombia,"DCS Campoalegre - Carretera entrada San Vicente, Santa Rosa de Cabal, Risaralda",4.8612,,A,0:45,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/795742/download,song,2023-04-20,45.60979591836735,44100.0,2.0
795740,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,David Monroy Rengifo,Colombia,"Area natural el sutu Mistrato, Risaralda",5.3841,,A,0:27,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/795740/download,song,2023-04-15,27.506938775510203,44100.0,2.0
771684,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,David Monroy Rengifo,Colombia,"Túquerres, Narino",1.095,,A,0:27,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/771684/download,,2022-12-11,27.924897959183674,44100.0,2.0
769059,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Frank Lambert,Colombia,"Manaure, Cesar",10.368,,A,1:02,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/769059/download,song,2022-11-13,62.43265306122449,44100.0,2.0
754061,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Patricio Mena Valenzuela,Colombia,"Quindío: Finca El Ocaso, Salento",4.6262,,A,0:36,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/754061/download,song,2022-09-20,36.10122448979592,44100.0,1.0
745825,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Carlos Delgado JUMABITA,Colombia,"Serrania de Las Baldias, San Felix, Antioquia",6.3606,,A,0:05,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/745825/download,uncertain,2022-08-24,5.974,48000.0,2.0
742295,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Joost van Bruggen,Colombia,"Recinto del Pensamiento, Manizales",5.0415,,A,1:25,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/742295/download,song,2022-07-04,85.73647916666667,48000.0,2.0
737969,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Yair Guillermo Molina Martínez.,Colombia,"Finca Agroturistica Dulima, LLanitos, Ibague, Tolima",4.4921,,A,0:53,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/737969/download,song,2021-09-25,53.232,48000.0,1.0
737968,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Yair Guillermo Molina Martínez.,Colombia,"Finca Agroturistica Dulima, LLanitos, Ibague, Tolima",4.4921,,A,0:42,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/737968/download,song,2021-09-25,42.744,48000.0,1.0
706525,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Mauricio Cuéllar Ramírez,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,A,0:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/706525/download,"song, canto al amanecer",2022-02-18,10.553469387755102,44100.0,2.0
706379,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Mauricio Cuéllar Ramírez,Colombia,"La Pista / Aeropuerto de Araracuara , Solano, Caquetá",-0.6007,,A,0:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/706379/download,song,2022-02-12,10.553469387755102,44100.0,2.0
706374,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Mauricio Cuéllar Ramírez,Colombia,"Ciudad Pérdida/ Puerto Santander, Amazonas",-0.63,,A,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/706374/download,call,2022-02-14,11.23265306122449,44100.0,2.0
693970,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Peter Boesman,Colombia,"Guasca wetlands, Cundinamarca",4.8489,,A,0:20,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/693970/download,call,2021-11-27,20.256,48000.0,2.0
693969,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Peter Boesman,Colombia,"El Encanto Lodge, Palestina, Huila",1.720375,,A,0:30,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/693969/download,song,2021-11-17,30.984,48000.0,2.0
693968,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Peter Boesman,Colombia,"El Encanto Lodge, Palestina, Huila",1.720375,,A,0:18,https://creativecommons.org/licenses/by-nc-nd/4.0/,,https://xeno-canto.org/693968/download,song,2021-11-14,18.048,48000.0,2.0
660375,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Jacob Socolar,Colombia,Ciudad de Piedra,-0.6299,,A,0:50,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/660375/download,call,2019-08-18,50.91265306122449,44100.0,1.0
649653,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Erick Nicolás Patiño Acosta,Colombia,"Cacique Térama Natural reserve, vereda Térama, El Peñón, Cundinamarca",5.273,,A,1:16,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/649653/download,song,2021-05-09,76.76277083333333,48000.0,1.0
617981,Zonotrichia capensis,Zonotrichia,capensis,Rufous-collared Sparrow,Mauricio Cuellar Ramirez (@Birding.travel),Colombia,"Pava Negra Nature Reserve - Florencia, Caquetá.",1.7135,,A,0:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,,https://xeno-canto.org/617981/download,song,2021-01-27,9.09061224489796,44100.0,2.0
